
【10-25 10:23:49]  标识: 74:49:d2:d9:bb:60, RRSI: -78
【10-25 10:23:49]  标识: f4:84:8d:88:de:f7, RRSI: -66
【10-25 10:23:49]  标识: 74:49:d2:d9:5e:f0, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:d9:ef:51, RRSI: -85
【10-25 10:23:49]  标识: 74:49:d2:d9:ef:52, RRSI: -78
【10-25 10:23:49]  标识: f4:84:8d:88:de:f5, RRSI: -67
【10-25 10:23:49]  标识: 74:49:d2:d9:5e:f2, RRSI: -70
【10-25 10:23:49]  标识: 74:49:d2:da:5e:e2, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:d9:5e:f1, RRSI: -71
【10-25 10:23:49]  标识: 74:49:d2:d9:ef:50, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:da:5e:e0, RRSI: -75
【10-25 10:23:49]  标识: 74:49:d2:da:5e:e1, RRSI: -76
【10-25 10:23:49]  标识: fa:84:8d:88:e3:f7, RRSI: -77
【10-25 10:23:49]  标识: 74:49:d2:da:57:a1, RRSI: -71
【10-25 10:23:49]  标识: 74:49:d2:d9:c0:a0, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:da:57:a0, RRSI: -70
【10-25 10:23:49]  标识: 74:49:d2:d9:c0:a2, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:d9:c0:a1, RRSI: -77
【10-25 10:23:49]  标识: 80:ea:07:22:78:91, RRSI: -75
【10-25 10:23:49]  标识: 74:49:d2:da:59:81, RRSI: -82
【10-25 10:23:49]  标识: 74:49:d2:da:6f:60, RRSI: -84
【10-25 10:23:49]  标识: 74:49:d2:da:6f:61, RRSI: -82
【10-25 10:23:49]  标识: 74:49:d2:da:0f:90, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:da:0f:91, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:d9:33:41, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:33:42, RRSI: -80
【10-25 10:23:49]  标识: 74:49:d2:d9:33:40, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:49:02, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:d9:49:01, RRSI: -74
【10-25 10:23:49]  标识: 74:49:d2:d9:72:ba, RRSI: -66
【10-25 10:23:49]  标识: 74:49:d2:d9:49:00, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:da:57:92, RRSI: -60
【10-25 10:23:49]  标识: 74:49:d2:da:17:a2, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:da:57:91, RRSI: -61
【10-25 10:23:49]  标识: 74:49:d2:da:57:90, RRSI: -60
【10-25 10:23:49]  标识: 74:49:d2:da:5e:c0, RRSI: -71
【10-25 10:23:49]  标识: 74:49:d2:da:5e:c1, RRSI: -72
【10-25 10:23:49]  标识: 74:49:d2:da:17:a1, RRSI: -68
【10-25 10:23:49]  标识: 74:49:d2:da:17:a0, RRSI: -68
【10-25 10:23:49]  标识: 74:49:d2:d9:5f:01, RRSI: -72
【10-25 10:23:49]  标识: 74:49:d2:d9:5f:00, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:d9:ca:c1, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:d9:ca:c0, RRSI: -78
【10-25 10:23:49]  标识: 48:7a:da:c3:fe:12, RRSI: -75
【10-25 10:23:49]  标识: 48:7a:da:c3:fe:11, RRSI: -76
【10-25 10:23:49]  标识: 48:7a:da:c3:fe:10, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:da:58:51, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:da:58:52, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:da:58:50, RRSI: -78
【10-25 10:23:49]  标识: 6e:b1:58:d7:b6:1c, RRSI: -70
【10-25 10:23:49]  标识: 74:49:d2:d9:af:91, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:af:90, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:c0:b1, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:c0:b0, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:b9:52, RRSI: -85
【10-25 10:23:49]  标识: 74:49:d2:d9:70:62, RRSI: -62
【10-25 10:23:49]  标识: 74:49:d2:d9:b9:51, RRSI: -86
【10-25 10:23:49]  标识: 74:49:d2:d9:b9:50, RRSI: -86
【10-25 10:23:49]  标识: 74:49:d2:da:75:60, RRSI: -82
【10-25 10:23:49]  标识: 74:49:d2:d9:70:61, RRSI: -65
【10-25 10:23:49]  标识: 74:49:d2:d9:64:62, RRSI: -81
【10-25 10:23:49]  标识: 74:49:d2:d9:70:60, RRSI: -65
【10-25 10:23:49]  标识: 50:21:ec:b6:ef:68, RRSI: -75
【10-25 10:23:49]  标识: 74:49:d2:da:55:b1, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:da:55:b2, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:d9:72:b1, RRSI: -60
【10-25 10:23:49]  标识: 74:49:d2:da:0c:62, RRSI: -80
【10-25 10:23:49]  标识: 74:49:d2:d9:6d:92, RRSI: -50
【10-25 10:23:49]  标识: 74:49:d2:da:0c:61, RRSI: -80
【10-25 10:23:49]  标识: 74:49:d2:d9:49:11, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:da:0c:60, RRSI: -84
【10-25 10:23:49]  标识: 74:49:d2:d9:6d:90, RRSI: -49
【10-25 10:23:49]  标识: 74:49:d2:d9:49:10, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:d9:48:41, RRSI: -70
【10-25 10:23:49]  标识: 74:49:d2:d9:64:71, RRSI: -85
【10-25 10:23:49]  标识: 74:49:d2:d9:6d:91, RRSI: -49
【10-25 10:23:49]  标识: 74:49:d2:d9:48:42, RRSI: -74
【10-25 10:23:49]  标识: 74:49:d2:d9:64:70, RRSI: -84
【10-25 10:23:49]  标识: 74:49:d2:d9:48:40, RRSI: -70
【10-25 10:23:49]  标识: 74:49:d2:d9:64:72, RRSI: -81
【10-25 10:23:49]  标识: 74:49:d2:da:5e:b0, RRSI: -71
【10-25 10:23:49]  标识: 74:49:d2:d9:97:90, RRSI: -87
【10-25 10:23:49]  标识: 74:49:d2:d9:97:91, RRSI: -85
【10-25 10:23:49]  标识: 74:49:d2:da:5e:b1, RRSI: -70
【10-25 10:23:49]  标识: e0:d4:62:60:12:a0, RRSI: -60
【10-25 10:23:49]  标识: 74:49:d2:da:5e:b2, RRSI: -72
【10-25 10:23:49]  标识: 74:49:d2:da:55:b0, RRSI: -78
【10-25 10:23:49]  标识: e0:d4:62:60:12:a4, RRSI: -68
【10-25 10:23:49]  标识: 40:9b:cd:28:bc:2a, RRSI: -72
【10-25 10:23:49]  标识: 74:49:d2:d9:50:01, RRSI: -61
【10-25 10:23:49]  标识: 74:49:d2:d9:50:00, RRSI: -62
【10-25 10:23:49]  标识: 74:49:d2:da:5d:00, RRSI: -85
【10-25 10:23:49]  标识: 74:49:d2:da:5d:01, RRSI: -85
【10-25 10:23:49]  标识: 74:49:d2:da:3f:c2, RRSI: -80
【10-25 10:23:49]  标识: 40:9b:cd:28:bc:28, RRSI: -62
【10-25 10:23:49]  标识: b8:08:d7:93:44:b4, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:d9:64:f0, RRSI: -77
【10-25 10:23:49]  标识: 74:49:d2:d9:64:f1, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:d9:be:62, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:be:61, RRSI: -80
【10-25 10:23:49]  标识: 74:49:d2:d9:be:60, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:da:63:f1, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:da:63:f0, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:d9:77:b0, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:77:b1, RRSI: -81
【10-25 10:23:49]  标识: 74:49:d2:d9:77:b2, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:72:a1, RRSI: -64
【10-25 10:23:49]  标识: 74:49:d2:d9:72:a2, RRSI: -65
【10-25 10:23:49]  标识: 74:49:d2:d9:72:a0, RRSI: -65
【10-25 10:23:49]  标识: f4:84:8d:88:e3:f7, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:d9:af:a1, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:d9:af:a0, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:73:90, RRSI: -80
【10-25 10:23:49]  标识: 74:49:d2:d9:73:91, RRSI: -80
【10-25 10:23:49]  标识: fa:84:8d:88:de:f7, RRSI: -62
【10-25 10:23:49]  标识: 74:49:d2:d9:db:41, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:d9:db:42, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:d9:9d:61, RRSI: -72
【10-25 10:23:49]  标识: 74:49:d2:d9:9d:60, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:d9:db:40, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:d9:9d:62, RRSI: -73
【10-25 10:23:49]  标识: 08:40:f3:78:fc:e0, RRSI: -72
【10-25 10:23:49]  标识: 74:49:d2:d9:65:01, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:d9:65:00, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:da:17:b0, RRSI: -62
【10-25 10:23:49]  标识: 74:49:d2:d9:65:02, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:da:17:b2, RRSI: -62
【10-25 10:23:49]  标识: 74:49:d2:da:17:b1, RRSI: -62
【10-25 10:23:49]  标识: 6c:b1:58:a7:b6:1c, RRSI: -76
【10-25 10:23:49]  标识: 6c:b1:58:a7:b6:1e, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:d9:9d:70, RRSI: -71
【10-25 10:23:49]  标识: 74:49:d2:d9:db:50, RRSI: -73
【10-25 10:23:49]  标识: 74:49:d2:d9:db:51, RRSI: -68
【10-25 10:23:49]  标识: 74:49:d2:d9:9d:71, RRSI: -72
【10-25 10:23:49]  标识: 74:49:d2:d9:45:41, RRSI: -65
【10-25 10:23:49]  标识: 74:49:d2:d9:45:40, RRSI: -68
【10-25 10:23:49]  标识: 74:49:d2:da:5b:21, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:da:5b:20, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:d9:45:42, RRSI: -70
【10-25 10:23:49]  标识: 74:49:d2:da:5b:22, RRSI: -67
【10-25 10:23:49]  标识: 6e:b1:58:a7:b6:1c, RRSI: -74
【10-25 10:23:49]  标识: 74:49:d2:da:7d:42, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:da:7d:40, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:da:7d:41, RRSI: -76
【10-25 10:23:49]  标识: 74:49:d2:da:57:a2, RRSI: -69
【10-25 10:23:49]  标识: 74:49:d2:d9:6d:a8, RRSI: -67
【10-25 10:23:49]  标识: 74:49:d2:d9:68:21, RRSI: -78
【10-25 10:23:49]  标识: 74:49:d2:d9:6d:a9, RRSI: -67
【10-25 10:23:49]  标识: 74:49:d2:d9:68:22, RRSI: -80
【10-25 10:23:49]  标识: 74:49:d2:d9:68:20, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:da:80:11, RRSI: -80
【10-25 10:23:49]  标识: 74:49:d2:da:12:f2, RRSI: -79
【10-25 10:23:49]  标识: 74:49:d2:da:38:70, RRSI: -82
【10-25 10:23:49]  标识: 74:49:d2:da:38:71, RRSI: -86
【10-25 10:23:49]  标识: 74:49:d2:d9:4f:f2, RRSI: -68
【10-25 10:23:49]  标识: 74:49:d2:d9:4f:f1, RRSI: -68
【10-25 10:23:49]  标识: 74:49:d2:d9:4f:f0, RRSI: -68
【10-25 10:23:49]  标识: 74:49:d2:d9:6d:a0, RRSI: -60
【10-25 10:23:49]  标识: 74:49:d2:d9:6d:a1, RRSI: -59
【10-25 10:23:49]  标识: 74:49:d2:d9:f7:11, RRSI: -83
【10-25 10:23:49]  标识: 74:49:d2:d9:45:51, RRSI: -65
【10-25 10:23:49]  标识: 74:49:d2:d9:45:50, RRSI: -64
【10-25 10:23:49]  标识: 74:49:d2:d9:ff:41, RRSI: -83
【10-25 10:23:49]  标识: 74:49:d2:d9:ff:42, RRSI: -80

【10-25 10:23:54]  标识: 74:49:d2:d9:bb:60, RRSI: -80
【10-25 10:23:54]  标识: dc:da:80:97:c0:20, RRSI: -81
【10-25 10:23:54]  标识: 74:49:d2:d9:bb:61, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:37:60, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:59:70, RRSI: -85
【10-25 10:23:54]  标识: 74:49:d2:da:60:60, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:59:71, RRSI: -85
【10-25 10:23:54]  标识: 74:49:d2:da:60:61, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:5f:d0, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:5f:d1, RRSI: -79
【10-25 10:23:54]  标识: fc:d7:33:df:04:8c, RRSI: -77
【10-25 10:23:54]  标识: 74:49:d2:da:5d:91, RRSI: -80
【10-25 10:23:54]  标识: dc:da:80:97:c0:22, RRSI: -81
【10-25 10:23:54]  标识: 74:49:d2:da:5d:90, RRSI: -80
【10-25 10:23:54]  标识: dc:da:80:97:c0:21, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:da:44:d1, RRSI: -85
【10-25 10:23:54]  标识: 74:49:d2:da:44:d2, RRSI: -86
【10-25 10:23:54]  标识: 74:49:d2:da:44:d0, RRSI: -85
【10-25 10:23:54]  标识: 74:49:d2:d9:ef:60, RRSI: -75
【10-25 10:23:54]  标识: 74:49:d2:d9:ef:61, RRSI: -75
【10-25 10:23:54]  标识: 74:49:d2:d9:37:61, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:4d:e2, RRSI: -82
【10-25 10:23:54]  标识: 74:49:d2:d9:4d:e0, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:4d:e1, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:b7:71, RRSI: -83
【10-25 10:23:54]  标识: 74:49:d2:d9:b7:70, RRSI: -82
【10-25 10:23:54]  标识: 80:ea:07:22:78:93, RRSI: -67
【10-25 10:23:54]  标识: 74:49:d2:d9:d9:61, RRSI: -82
【10-25 10:23:54]  标识: 74:49:d2:d9:d9:60, RRSI: -86
【10-25 10:23:54]  标识: f4:84:8d:88:de:f7, RRSI: -64
【10-25 10:23:54]  标识: 74:49:d2:d9:5e:f0, RRSI: -69
【10-25 10:23:54]  标识: 74:49:d2:d9:ef:51, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:ef:52, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:da:5e:e2, RRSI: -76
【10-25 10:23:54]  标识: 74:49:d2:d9:5e:f1, RRSI: -70
【10-25 10:23:54]  标识: 74:49:d2:d9:ef:50, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:5e:e0, RRSI: -76
【10-25 10:23:54]  标识: 74:49:d2:da:5e:e1, RRSI: -77
【10-25 10:23:54]  标识: fa:84:8d:88:e3:f7, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:d9:c0:a0, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:57:a0, RRSI: -70
【10-25 10:23:54]  标识: 74:49:d2:d9:c0:a1, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:da:0f:92, RRSI: -77
【10-25 10:23:54]  标识: 74:49:d2:da:59:81, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:da:6f:60, RRSI: -82
【10-25 10:23:54]  标识: 74:49:d2:da:59:80, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:da:6f:61, RRSI: -82
【10-25 10:23:54]  标识: 74:49:d2:da:0f:90, RRSI: -76
【10-25 10:23:54]  标识: 74:49:d2:da:5e:f1, RRSI: -77
【10-25 10:23:54]  标识: 74:49:d2:da:0f:91, RRSI: -77
【10-25 10:23:54]  标识: 74:49:d2:d9:33:41, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:33:42, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:33:40, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:49:01, RRSI: -73
【10-25 10:23:54]  标识: 74:49:d2:d9:49:00, RRSI: -73
【10-25 10:23:54]  标识: 74:49:d2:da:17:a2, RRSI: -68
【10-25 10:23:54]  标识: 74:49:d2:da:5e:c0, RRSI: -71
【10-25 10:23:54]  标识: 74:49:d2:da:17:a1, RRSI: -68
【10-25 10:23:54]  标识: 74:49:d2:da:17:a0, RRSI: -68
【10-25 10:23:54]  标识: 74:49:d2:d9:5f:01, RRSI: -70
【10-25 10:23:54]  标识: 74:49:d2:da:0f:a2, RRSI: -75
【10-25 10:23:54]  标识: 74:49:d2:d9:5f:00, RRSI: -70
【10-25 10:23:54]  标识: 74:49:d2:d9:73:a0, RRSI: -81
【10-25 10:23:54]  标识: 74:49:d2:d9:5f:02, RRSI: -70
【10-25 10:23:54]  标识: 74:49:d2:da:0f:a0, RRSI: -75
【10-25 10:23:54]  标识: 74:49:d2:d9:ca:c1, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:70:7a, RRSI: -68
【10-25 10:23:54]  标识: 74:49:d2:da:0f:a1, RRSI: -75
【10-25 10:23:54]  标识: 74:49:d2:d9:ca:c0, RRSI: -79
【10-25 10:23:54]  标识: 48:7a:da:c3:fe:12, RRSI: -76
【10-25 10:23:54]  标识: 48:7a:da:c3:fe:11, RRSI: -78
【10-25 10:23:54]  标识: 48:7a:da:c3:fe:10, RRSI: -76
【10-25 10:23:54]  标识: 74:49:d2:da:58:51, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:da:58:52, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:58:50, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:af:92, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:5f:08, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:d9:af:91, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:af:90, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:c0:b1, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:c0:b0, RRSI: -80
【10-25 10:23:54]  标识: 5c:c9:99:a7:2f:02, RRSI: -81
【10-25 10:23:54]  标识: 5c:c9:99:a7:2f:01, RRSI: -82
【10-25 10:23:54]  标识: 5c:c9:99:a7:2f:00, RRSI: -81
【10-25 10:23:54]  标识: 74:49:d2:d9:70:62, RRSI: -62
【10-25 10:23:54]  标识: 74:49:d2:d9:64:60, RRSI: -83
【10-25 10:23:54]  标识: 74:49:d2:d9:70:61, RRSI: -62
【10-25 10:23:54]  标识: 74:49:d2:d9:48:50, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:75:61, RRSI: -86
【10-25 10:23:54]  标识: 74:49:d2:d9:94:32, RRSI: -86
【10-25 10:23:54]  标识: 74:49:d2:d9:70:60, RRSI: -62
【10-25 10:23:54]  标识: 74:49:d2:d9:48:51, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:94:31, RRSI: -85
【10-25 10:23:54]  标识: 74:49:d2:d9:64:61, RRSI: -85
【10-25 10:23:54]  标识: 50:21:ec:b6:ef:68, RRSI: -74
【10-25 10:23:54]  标识: 74:49:d2:da:55:b1, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:72:b0, RRSI: -60
【10-25 10:23:54]  标识: 74:49:d2:d9:72:b1, RRSI: -60
【10-25 10:23:54]  标识: 74:49:d2:da:0c:62, RRSI: -82
【10-25 10:23:54]  标识: 74:49:d2:d9:6d:92, RRSI: -49
【10-25 10:23:54]  标识: 74:49:d2:da:0c:61, RRSI: -84
【10-25 10:23:54]  标识: 74:49:d2:da:0c:60, RRSI: -82
【10-25 10:23:54]  标识: 74:49:d2:d9:6d:90, RRSI: -49
【10-25 10:23:54]  标识: 74:49:d2:d9:70:70, RRSI: -63
【10-25 10:23:54]  标识: 74:49:d2:d9:48:41, RRSI: -74
【10-25 10:23:54]  标识: 74:49:d2:d9:64:71, RRSI: -86
【10-25 10:23:54]  标识: 74:49:d2:d9:6d:91, RRSI: -50
【10-25 10:23:54]  标识: 74:49:d2:d9:48:42, RRSI: -74
【10-25 10:23:54]  标识: 74:49:d2:d9:70:72, RRSI: -63
【10-25 10:23:54]  标识: 74:49:d2:d9:70:71, RRSI: -62
【10-25 10:23:54]  标识: 74:49:d2:d9:48:40, RRSI: -75
【10-25 10:23:54]  标识: 74:49:d2:d9:49:18, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:da:5e:b0, RRSI: -74
【10-25 10:23:54]  标识: 74:49:d2:da:5e:b1, RRSI: -73
【10-25 10:23:54]  标识: 74:49:d2:da:55:b0, RRSI: -81
【10-25 10:23:54]  标识: e0:d4:62:60:12:a4, RRSI: -68
【10-25 10:23:54]  标识: 40:9b:cd:28:bc:2a, RRSI: -70
【10-25 10:23:54]  标识: 74:49:d2:d9:70:78, RRSI: -77
【10-25 10:23:54]  标识: 74:49:d2:d9:50:01, RRSI: -60
【10-25 10:23:54]  标识: 74:49:d2:d9:50:00, RRSI: -61
【10-25 10:23:54]  标识: 74:49:d2:d9:70:79, RRSI: -67
【10-25 10:23:54]  标识: 74:49:d2:da:3f:c1, RRSI: -85
【10-25 10:23:54]  标识: 74:49:d2:da:3f:c2, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:da:3f:c0, RRSI: -85
【10-25 10:23:54]  标识: 40:9b:cd:28:bc:28, RRSI: -63
【10-25 10:23:54]  标识: b8:08:d7:93:44:b4, RRSI: -76
【10-25 10:23:54]  标识: 74:49:d2:d9:64:f0, RRSI: -77
【10-25 10:23:54]  标识: 2a:cd:c4:ac:8f:d9, RRSI: -83
【10-25 10:23:54]  标识: 74:49:d2:d9:64:f1, RRSI: -76
【10-25 10:23:54]  标识: 74:49:d2:da:63:f2, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:d9:be:62, RRSI: -84
【10-25 10:23:54]  标识: 74:49:d2:d9:be:61, RRSI: -81
【10-25 10:23:54]  标识: 74:49:d2:d9:be:60, RRSI: -82
【10-25 10:23:54]  标识: 74:49:d2:da:63:f1, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:da:63:f0, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:d9:77:b0, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:77:b1, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:72:a1, RRSI: -67
【10-25 10:23:54]  标识: 74:49:d2:d9:72:a2, RRSI: -67
【10-25 10:23:54]  标识: 74:49:d2:da:67:81, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:72:a0, RRSI: -67
【10-25 10:23:54]  标识: 74:49:d2:da:67:80, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:be:70, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:da:17:ba, RRSI: -73
【10-25 10:23:54]  标识: 74:49:d2:d9:af:a2, RRSI: -79
【10-25 10:23:54]  标识: f4:84:8d:88:e3:f7, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:d9:af:a1, RRSI: -78
【10-25 10:23:54]  标识: f4:84:8d:88:e3:f5, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:d9:af:a0, RRSI: -79
【10-25 10:23:54]  标识: 74:49:d2:d9:73:90, RRSI: -80
【10-25 10:23:54]  标识: 74:49:d2:d9:73:91, RRSI: -81
【10-25 10:23:54]  标识: fa:84:8d:88:de:f7, RRSI: -64
【10-25 10:23:54]  标识: 74:49:d2:d9:db:41, RRSI: -74
【10-25 10:23:54]  标识: 74:49:d2:da:17:b9, RRSI: -73
【10-25 10:23:54]  标识: 74:49:d2:d9:db:42, RRSI: -74
【10-25 10:23:54]  标识: 74:49:d2:d9:9d:61, RRSI: -85
【10-25 10:23:54]  标识: 74:49:d2:d9:9d:60, RRSI: -72
【10-25 10:23:54]  标识: 74:49:d2:d9:db:40, RRSI: -75
【10-25 10:23:54]  标识: 74:49:d2:d9:65:01, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:d9:65:00, RRSI: -78
【10-25 10:23:54]  标识: 74:49:d2:da:17:b0, RRSI: -61
【10-25 10:23:54]  标识: 74:49:d2:da:17:b1, RRSI: -61
【10-25 10:23:54]  标识: 74:49:d2:d9:9d:70, RRSI: -72
【10-25 10:23:54]  标识: 74:49:d2:d9:db:50, RRSI: -68
【10-25 10:23:54]  标识: 74:49:d2:d9:db:51, RRSI: -68
【10-25 10:23:54]  标识: 74:49:d2:d9:9d:71, RRSI: -73
【10-25 10:23:54]  标识: 74:49:d2:d9:9d:78, RRSI: -77
【10-25 10:23:54]  标识: 74:49:d2:d9:45:41, RRSI: -69
【10-25 10:23:54]  标识: 74:49:d2:d9:45:40, RRSI: -69
【10-25 10:23:54]  标识: 74:49:d2:da:5b:21, RRSI: -68
【10-25 10:23:54]  标识: 74:49:d2:da:5b:20, RRSI: -68
